id,name,number,latitude,longitude
7338653551721816371,Blacklion (Maguires),631091,54.29144,-7.87675
7338653551721816291,Blacklion (Olive Grove),631011,54.29147,-7.87697
7338653551721815301,Blackpark Cross (Eastbound),630021,54.30281,-8.12792
7338653551721737091,Blackpark Cross (Westbound),551811,54.30276,-8.12794
7338653551721422351,Blackrock Rd (Opp Richmond Est),237071,51.89368,-8.44534
7338653551721422081,Blackrock Rd (Richmond Est),236801,51.89357,-8.44546
7338653551721435451,Blackrock Road (AIB),250171,51.896,-8.4319
7338653551721422051,Blackrock Road (Ashcroft),236771,51.89522,-8.43485
7338653551721422341,Blackrock Road (Ashton Park),237061,51.89421,-8.44985
7338653551721422091,Blackrock Road (Aston Estate),236811,51.89405,-8.45036
7338653551721422371,Blackrock Road (Ballintemple Pharm),237091,51.89523,-8.43507
7338653551721422361,Blackrock Road (Chiplee),237081,51.89451,-8.43873
7338653551721421991,Blackrock Road (Church Rd Jctn),236711,51.89654,-8.42029
7338653551721422071,Blackrock Road (Crab Lane Jctn),236791,51.89426,-8.44053
7338653551721422061,Blackrock Road (Janeville),236781,51.89457,-8.43782
7338653551721415391,Blackrock Road (Opp Ashton Sch),230111,51.894,-8.45263
7338653551721294481,Blackrock Road (Opp Kingswood),109201,53.99067,-6.3707
7338653551721422381,Blackrock Road (Opp Temple Inn),237101,51.89606,-8.43195
7338653551721421981,Blackrock Road (St Michaels Church),236701,51.8969,-8.41778
7338653551721395711,Blackrock Village,210431,51.8973,-8.41312
7338653551722184844,Blacksod (Bus Parking),4032,54.20477,-10.03599
7338653551721189312,Blacksod (Bus Parking),4031,54.20477,-10.03599
7338653551721767491,Blacksod (Heneghans),582211,54.10023,-10.06794
7338653551721738201,Blacksod (Lighthouse),592251,54.09852,-10.06107
7338653551721524171,Blackwater (Opp National School),338891,52.44604,-6.34816
7338653551721524101,Blackwater (Post Office),338821,52.44619,-6.34791
7338653551721517331,Blackwater Cross (Barrys Shop),332051,52.70984,-8.60285
7338653551721518551,Blackwater Cross (Opp Barrys Shop),333271,52.70981,-8.60282
7338653551721286541,Blanchardstown (Jctn Navan Rd),101261,53.38618,-6.37053
7338653551721319711,Blanchardstown (Roundabout L3020),134431,53.39275,-6.38418
7338653551721319991,Blanchardstown Hosp Car Park (D B stop 7,134711,53.38803,-6.37073
7338653551721319951,Blanchardstown Hosp Car Park (D B stop 7,134671,53.3876,-6.37033
7338653551721319701,Blanchardstown Main (DB Stop 661),134421,53.39243,-6.38348
7338653551721289841,Blanchardstown SC (Slip Rd Eastbound),104561,53.39747,-6.39011
7338653551721322491,Blanchardstown SC (Slip Rd Westbound),137211,53.39756,-6.3932
7338653551721398581,Blarney (Filling Station),213301,51.9335,-8.56077
7338653551721398601,Blarney (St Anne's Road),213321,51.93322,-8.57006
7338653551721398791,Blarney (Station Cross),213511,51.93323,-8.56007
7338653551721399251,Blarney Street (Grotto),213971,51.90083,-8.50985
7338653551721432271,Blarney Street (Mile Stream),246991,51.90098,-8.51305
7338653551721398781,Blarney Village (Church),213501,51.93345,-8.56686
7338653551721398591,Blarney Village (Woolen Mills),213311,51.9335,-8.5667
7338653551721821261,Blennerville (Main St Eastbound),635981,52.25538,-9.73625
7338653551721821171,Blennerville (Main St),635891,52.25555,-9.73589
7338653551721321461,Blessington (Opp Church),136181,53.17115,-6.5322
7338653551721318621,Blessington (The Lakes Bar),133341,53.17175,-6.53132
7338653551721317431,Bloomsbury Cross (Northbound),132151,53.70798,-6.80015
7338653551721287031,Bloomsbury Cross (Southbound),101751,53.70771,-6.79961
7338653551721395681,Blossomgrove (Northbound),210401,51.93358,-8.36533
7338653551721423121,Blossomgrove (Southbound),237841,51.93348,-8.36555
7338653551721641201,Blyry Court (Ericsson),455921,53.43029,-7.9017
7338653551721641231,Blyry Court (Opp Ericsson),455951,53.42939,-7.90202
7338653551721322081,Bodenstown Cross (Eastbound),136801,53.26607,-6.67029
7338653551721318371,Bodenstown Cross (Westbound),133091,53.26604,-6.67018
7338653551721522831,Bodyke (Cobblers Rest Pub),337551,52.88442,-8.59693
7338653551721518631,Bodyke (Opp Cobblers Rest Pub),333351,52.88431,-8.59683
7338653551721717331,Bofeenaun (Opp School),532051,53.9839,-9.3235
7338653551721730831,Bofeenaun (School),545551,53.98369,-9.32368
7338653551721520071,Bog Road (East Limerick) (eastbound),334791,52.68221,-8.49521
7338653551721520331,Bog Road (East Limerick) (westbound),335051,52.68211,-8.49521
7338653551721425561,Boherboy Rd (Opp Scoil Mhuire Banrion),240281,51.91259,-8.42396
7338653551721425551,Boherboy Rd (Opp Soccer Pitch),240271,51.91229,-8.42061
7338653551721425571,Boherboy Road (Lotabeg Estate),240291,51.91251,-8.42572
7338653551721708271,Bohermore (Connolly Terrace),522991,53.28097,-9.04141
7338653551721707931,Bohermore (Liam Mellows Tce),522651,53.28037,-9.04252
7338653551721708261,Bohermore (New Cemetary),522981,53.28186,-9.03893
7338653551721707911,Bohermore (Opp Tonerys Pub),522631,53.27861,-9.04512
7338653551721707961,Bohermore (Spar Filling Station),522681,53.28202,-9.03857
7338653551721708281,Bohermore (Tonerys Bar),523001,53.27901,-9.04446
7338653551721336171,Bohola (Eastbound),150891,53.90248,-9.05146
7338653551721739961,Bohola (Westbound),554681,53.90254,-9.05177
7338653551721706011,Bohola Cross (Grotto),520731,53.93611,-9.10455
7338653551721736091,Bohola Cross (Opp Grotto),550811,53.93603,-9.10459
7338653551721518701,Boleys Cross (Northbound),333421,52.21435,-6.52746
7338653551721524761,Boleys Cross (Southbound),339481,52.2143,-6.52778
7338653551721766831,Bonniconlon (Main Street Judges),581551,54.10969,-9.02547
7338653551721740971,Bonniconlon (Post Office),555691,54.10966,-9.02492
7338653551721431841,Boreenmanna Rd (Opp Bernadette Way),246561,51.89179,-8.4579
7338653551721431791,Boreenmanna Road (Ashton School),246511,51.89141,-8.45332
7338653551721431881,Boreenmanna Road (Elderwood Drive),246601,51.89191,-8.44058
7338653551721431871,Boreenmanna Road (Opp Bellfield),246591,51.89112,-8.44578
7338653551721431811,Boreenmanna Road (Opp Elderwood),246531,51.8916,-8.44132
7338653551721431801,Boreenmanna Road (Opp Pairc U Rinn),246521,51.89219,-8.43699
7338653551721186472,Bunclody (Bus Parking),1192,52.65372,-6.64994
7338653551721431851,Boreenmanna Road (Opp Willow Lawn),246571,51.89135,-8.44851
7338653551721431861,Boreenmanna Road (Pairc Ui Rinn),246581,51.89184,-8.43499
7338653551721431821,Boreenmanna Road (Willow Lawn),246541,51.89124,-8.44833
7338653551721431831,Boreenmanna Road (Yorkboro),246551,51.8919,-8.45912
7338653551721635551,Borrisokane (Church of Ireland),450271,52.99417,-8.12766
7338653551721635491,Borrisokane (Opp Church of Ireland),450211,52.9942,-8.12772
7338653551721709191,Bothair an Choiste (Baile an Choiste 1 t,523911,53.296,-9.03369
7338653551721709161,Bothair an Choiste (Baile an Choiste 102,523881,53.29634,-9.03088
7338653551721709131,Bothair an Choiste (Cluain Riocard),523851,53.29735,-9.02744
7338653551721709151,Bothair an Choiste (Lochan),523871,53.29721,-9.0274
7338653551721709141,Bothair an Choiste (Maigh Riocard),523861,53.29869,-9.02415
7338653551721709121,Bothair an Choiste (Murphys Centra),523841,53.29639,-9.03078
7338653551721709111,Bothair an Choiste (Op Baile Choiste),523831,53.29603,-9.03404
7338653551721711311,Bothair an Choiste (Opp Maigh Riocard),526031,53.29862,-9.02461
7338653551721311351,Bothar Brugha (Creche),126071,53.72004,-6.35615
7338653551721521931,Bothar na Luachra (Aidan Park),336651,52.71268,-8.86844
7338653551721523011,Bothar na Luachra (Opp Aidan Park),337731,52.71236,-8.86847
7338653551721416471,Bottle Hill (Northbound Opp the Hill Bar,231191,52.04559,-8.56731
7338653551721421111,Bottlehill (Hill Bar Southbound),235831,52.04541,-8.56707
7338653551721741071,Boyle (King House - Military Road),555791,53.97341,-8.30098
7338653551721708491,Br Brendain Ui Either (Go Bus Office),523211,53.27624,-9.04678
7338653551721319371,Bracetown Business Park (northbound),134091,53.43026,-6.46085
7338653551721287201,Bracetown Business Park (southbound),101921,53.43003,-6.46034
7338653551721291571,Bray (Ballywaltrim Northbound),106291,53.18824,-6.12723
7338653551721287561,Bray (Ballywaltrim),102281,53.18602,-6.12897
7338653551721291591,Bray (Glenlucan),106311,53.19776,-6.11629
7338653551721287551,Bray (Kennedy Pharmacy),102271,53.2023,-6.10999
7338653551721291581,Bray (Kilarney Lane),106301,53.19485,-6.11886
7338653551721291301,Bray (Opp Glenlucan),106021,53.19529,-6.11788
7338653551721291601,Bray (Opp Kennedy Pharmacy),106321,53.20175,-6.1105
7338653551721291311,Bray (Opp Killarney Lane),106031,53.1889,-6.12632
7338653551721287541,Bray (Opp Superquinn),102261,53.20653,-6.11144
7338653551721291611,Bray (Superquinn),106331,53.20665,-6.11219
7338653551721291841,Bray (Upper Dargle Rd (Castle St),106561,53.20712,-6.11458
7338653551721291831,Bray (Upper Dargle Rd (Castle St),106551,53.20707,-6.11454
7338653551721741211,Breaffy Church (Opp St Aloysius Church),555931,53.84706,-9.23919
7338653551721336311,Breaffy Church (St Aloysius Church),151031,53.84712,-9.2391
7338653551721294551,Brega,109271,53.61478,-6.20407
7338653551721325051,Bridge St Northbound (Killeen Bridge),139771,54.13103,-6.34647
7338653551721325041,Bridge St Southbound (Killeen Bridge),139761,54.13089,-6.34637
7338653551721421651,Bridge View (northbound stop),236371,51.71634,-8.49418
7338653551721416521,Bridge View (southbound stop),231241,51.71521,-8.49238
7338653551721524901,Bridgetown (Butchers),339621,52.23118,-6.55299
7338653551721524951,Bridgetown (Level Crossing),339671,52.23115,-6.55292
7338653551721218461,Bridgetown (Opp Takeaway),331181,52.23042,-6.55253
7338653551721516471,Bridgetown (Takeway),331191,52.23041,-6.55249
7338653551721516711,Bridgetown Church (Clare),331431,52.76193,-8.52644
7338653551721517061,Bridgetown Cross (Inbound),331781,52.75391,-8.50879
7338653551721518881,Bridgetown Cross (Outbound),333601,52.75407,-8.50872
7338653551721400941,Brinny Cross (MSD Plant),215661,51.78513,-8.70008
7338653551721416551,Brinny Cross (Opp MSD Plant),231271,51.78436,-8.70021
7338653551721518591,Broadford (Main St Opp Post Office),333311,52.80596,-8.6328
7338653551721523341,Broadford (Main St Post Office),338061,52.80597,-8.63289
7338653551721516801,Broadway (Junction),331521,52.21908,-6.38706
7338653551721516331,Broadway (Opp Junction),331051,52.219,-6.38672
7338653551721286391,Brock Inn,101111,53.43323,-6.33302
7338653551721311361,Brookeville (No 7),126081,53.7246,-6.34695
7338653551721518171,Brookfield (Expressway stop),332891,52.65708,-8.57453
7338653551721395861,Brooklodge Grove (Opp Ashington),210581,51.93033,-8.38036
7338653551721792211,Brookville Ave (Brookville Ave),606931,52.67265,-8.65598
7338653551721399371,Bros Del Rd (Opp Blackpool Shop Ctr),214091,51.91624,-8.47097
7338653551721427661,Bros Delaney Rd (Blackpool Shop Cent),242381,51.91603,-8.47118
7338653551721537751,Brownes Rd (Lisduggan Shopping Centre),352471,52.2504,-7.13811
7338653551721537771,Brownes Road (IDA),352491,52.24485,-7.14467
7338653551721537761,Brownes Road (Larchville),352481,52.24857,-7.14038
7338653551721317771,Brownstown (The Curragh),132491,53.13901,-6.8392
7338653551721516091,Brownstown Cross (Navan Rd Nbound),330811,53.63335,-6.56682
7338653551721322951,Brownstown Cross (Navan Rd Sbound),137671,53.63336,-6.56695
7338653551721290931,Brownstown Eastbound,105651,53.13911,-6.83956
7338653551721294301,Bru na Boinne (Visitor Centre),109021,53.69463,-6.44649
7338653551721519671,Bruff (Church),334391,52.47771,-8.54785
7338653551721788321,Bruff (Opp Church),603041,52.47788,-8.54802
7338653551721518301,Bruree (Opp Post Office),333021,52.42436,-8.66032
7338653551721794931,Bruree (Post Office),609651,52.42425,-8.66036
7338653551721397511,Bull McCabe's Pub (Airport Road Cork),212231,51.86775,-8.48033
7338653551721736161,Bullaun Cross (Opp Sawmill),550881,53.399,-8.83287
7338653551721736101,Bullaun Cross (Sawmill),550821,53.399,-8.83287
7338653551721286941,Bullstown North,101661,53.48254,-6.37228
7338653551721286291,Bullstown South,101011,53.48318,-6.37262
7338653551721718441,Bunakill (Eastbound),533161,53.43695,-9.4423
7338653551721716171,Bunakill (Westbound),530891,53.43709,-9.44277
7338653551721186471,Bunclody (Bus Parking),1191,52.65372,-6.64994
7338653551721321561,Bunclody (Market Square Northbound),136281,52.65504,-6.65219
7338653551721536481,Bunclody (Market Square Southbound),351201,52.65517,-6.65196
7338653551721744601,Bundoran (East) (Opp Scenic View B&B),559321,54.48101,-8.27237
7338653551721821081,Bundoran (East) (Scenic View B & B),635801,54.48084,-8.27291
7338653551721821121,Bundoran (West) (Hire and Sell),635841,54.4765,-8.28987
7338653551721821091,Bundoran (West) (Playground),635811,54.4765,-8.28988
7338653551721521341,Bunkeys Cross (R503 eastbound),336061,52.6946,-8.46875
7338653551721531491,Bunkeys Cross (westbound),346211,52.69442,-8.46872
7338653551721823311,Bunnacurry (Jctn Doogort),638031,53.97508,-9.98561
7338653551721823371,Bunnacurry (Opp Jctn Doogort),638091,53.97501,-9.98557
7338653551721738401,Bunninadden (Church),553121,54.05265,-8.60432
7338653551721738671,Bunninadden (The Millers Inn),553391,54.05254,-8.60466
7338653551721794791,Bunratty (Opp Holiday Village),609511,52.69834,-8.81546
7338653551721794831,Bunratty (Opp Old Creamery Pub),609551,52.6971,-8.81343
7338653551721416621,Burgess Cross (Eastbound),231341,51.93731,-7.95468
7338653551721429981,Burgess Cross (Westbound),244701,51.93704,-7.95657
7338653551721430141,Burys Bridge (Gaelscoil Ui Driscoll),244861,51.9072,-8.38301
7338653551721416681,Burys Bridge Jctn,231401,51.90597,-8.37987
7338653551722176281,Bus/Rail Station (Main Entrance),991001,53.42679,-7.93584
7338653551721640971,Bus/Rail Station (Opp Main Entrance),455691,53.42686,-7.93625
7338653551721324911,Bush School (Dundalk),139631,53.9989,-6.18913
7338653551721716211,Bushy Park (Church),530931,53.29546,-9.09202
7338653551721717521,Bushy Park (Opp Church),532241,53.29451,-9.09024
7338653551721293421,Butlersbridge (Northbound stop),108141,54.0443,-7.38026
7338653551721326861,Butlersbridge (Southbound stop),141581,54.04349,-7.37972
7338653551721436011,Butlerstown (Old RIC Barracks),250731,51.59982,-8.72853
7338653551721816461,Buttevant (Main St Northbound),631181,52.2324,-8.67006
7338653551721816471,Buttevant (Main St Southbound),631191,52.23242,-8.67003
7338653551721796711,Bweeng (Mollys Bar),611431,52.04707,-8.72906
7338653551721420951,Bweeng (Opp Mollys Bar),235671,52.04716,-8.72894
7338653551721793361,Byrne Ave (Jctn of Byrne Ave),608081,52.65287,-8.63114
7338653551721395511,C I T (Campus),210231,51.88516,-8.53292
7338653551721291631,Cabinteely Northbound,106351,53.26539,-6.15752
7338653551721718421,Caher (Cottage),533141,53.46528,-9.69536
7338653551721716241,Caher (Opp Cottage),530961,53.46525,-9.69524
7338653551721485321,Caher Cross (northbound),300041,52.96158,-8.66222
7338653551721531411,Caher Cross (southbound),346131,52.96173,-8.66173
7338653551721519371,Caherconlish (Church),334091,52.59489,-8.47372
7338653551721519471,Caherconlish (Flannerys Pub),334191,52.59449,-8.47231
7338653551721519291,Caherconlish (Library),334011,52.59569,-8.47221
7338653551721822641,Caherdaniel (Travellers Rest Hostel),637361,51.76987,-10.09931
7338653551721792191,Caherdavin (Christ the King Church),606911,52.67461,-8.66049
7338653551721792201,Caherdavin (Jctn of Derravaragh Rd),606921,52.67195,-8.66343
7338653551721792181,Caherdavin (Woodbine Ave),606901,52.67556,-8.66291
7338653551721519311,Caherline Cross (Filling Station),334031,52.56454,-8.45933
7338653551721519481,Caherline Cross (Opp Filling Station),334201,52.56404,-8.45951
7338653551721822571,Cahersiveen (Fair Green),637291,51.94714,-10.22086
7338653551721187811,Cahersiveen Depot,2531,51.96871,-10.1724
7338653551721187812,Cahersiveen Depot,2532,51.96878,-10.1727
7338653551721340671,Cahir (Castle St - The Gatehouse),155391,52.37472,-7.92616
7338653551721340621,Cahir (Castle St Tourist Office),155341,52.37458,-7.92594
7338653551721706251,Cairns Road (Opp Markievicz Heights),520971,54.25523,-8.46562
7338653551721706081,Callaghans Cross (Northbound),520801,54.04355,-9.17259
7338653551721736261,Callaghans Cross (Southbound),550981,54.04343,-9.17256
7338653551721815341,Calry (Church),630061,54.28337,-8.39689
7338653551721744961,Calry (Opp Church),559681,54.28333,-8.39688
7338653551721716181,Caltra (Opp St Helens),530901,53.43558,-8.43696
7338653551721716271,Caltra (St Helens),530991,53.43559,-8.43697
7338653551721422281,Camden Quay (Bridge Street),237001,51.90112,-8.47146
7338653551721431181,Camden Road (Point Lane Jctn),245901,51.8046,-8.28987
7338653551721431201,Camden Road (Southbound),245921,51.80852,-8.2869
7338653551721431191,Camden Road (Upper),245911,51.80707,-8.28837
7338653551721536341,Camolin (Mercedes Benz Garage),351061,52.61666,-6.4243
7338653551721540471,Camolin (Opp Mercedes Benz Garage),355191,52.61651,-6.4246
7338653551721821161,Camp (Junction Bar),635881,52.22641,-9.89203
7338653551721822751,Camp (Opp Junction Bar),637471,52.22635,-9.89198
7338653551721516191,Campile (Londis Supermarket),330911,52.2917,-6.94218
7338653551721524941,Campile (Opp Londis),339661,52.2913,-6.9425
7338653551721515531,Camross (Opp Rochfords Pub),330251,52.36216,-6.7042
7338653551721516321,Camross (Rochfords Pub),331041,52.36254,-6.70218
7338653551721718401,Canal Bridge (Eastbound),533121,53.4634,-9.8031
7338653551721716281,Canal Bridge (Westbound),531001,53.46339,-9.80336
7338653551721322811,Cannistown School,137531,53.62127,-6.66677
7338653551721320921,Cannistown School (Opp School),135641,53.62134,-6.66673
7338653551721537491,Cannon St (Opp Blakes Lane),352211,52.25493,-7.12189
7338653551721537501,Cannon St (Outside Pres Convent),352221,52.25219,-7.1261
7338653551721537881,Cannon Street (Barrack St end),352601,52.25476,-7.12221
7338653551721486521,Cannys Pub (Northbound),301241,52.98904,-8.70307
7338653551721531431,Cannys Pub (Opposite Pub),346151,52.98923,-8.70286
7338653551721416731,Canon's Cross (Westbound),231451,51.9057,-8.64816
7338653551721521571,Cappagh (Clare - Shannon Road),336291,52.73102,-8.79346
7338653551721523151,Cappagh (Opp Cappagh House),337871,52.7286,-8.79917
7338653551721520381,Cappahana Cross (Northbound),335101,52.66442,-8.41927
7338653551721521381,Cappahana Cross (Southbound),336101,52.66442,-8.41908
7338653551721521421,Cappamore (McKnights Pub),336141,52.61498,-8.33797
7338653551721520411,Cappamore (Opp Lynch Undertakers),335131,52.61524,-8.33694
7338653551721191352,Cappamore Depot,6072,52.61502,-8.33782
7338653551721191351,Cappamore Depot,6071,52.61502,-8.33782
7338653551721520111,Cappawhite (Centra Shop Main St),334831,52.58213,-8.16786
7338653551721520421,Cappawhite (Opp Centra Shop Main St),335141,52.58204,-8.16779
7338653551721541441,Cappoquin (Morrisey's),356161,52.14774,-7.85235
7338653551721288021,Carbury Mushroom,102741,53.31883,-6.92718
7338653551721794391,Carew Park (Opp Swallow Drive),609111,52.64564,-8.61872
7338653551721792481,Carew Pk (Opp No 23 Maigue Way),607201,52.64404,-8.61702
7338653551721792471,Carew Pk (Star Court),607191,52.64449,-8.61928
7338653551721324841,Carlingford (Opp Tourist Office),139561,54.04087,-6.1852
7338653551721294191,Carlingford (Tourist Office),108911,54.04082,-6.18525
7338653551721520851,Carlow (Barrack St),335571,52.83364,-6.92684
7338653551721783401,Carlow IT (Main Entrance),598121,52.83007,-6.93612
7338653551721321341,Carlow IT (Opp Main Entrance),136061,52.83005,-6.93607
7338653551721716341,Carna (Post Office),531061,53.32425,-9.83644
7338653551721716331,Carna (Tigh Moran),531051,53.32436,-9.83726
7338653551721190361,Carna Depot (Morans Driveway),5081,53.32491,-9.82323
7338653551721190362,Carna Depot (Morans Driveway),5082,53.32491,-9.82323
7338653551721736341,Carnacon (Opp St Marys Church),551061,53.73039,-9.22026
7338653551721705831,Carnacon (St Marys Church),520551,53.73041,-9.22027
7338653551721321661,Carnalway (Northbound),136381,53.15003,-6.72016
7338653551721317971,Carnalway (Southbound),132691,53.15009,-6.72012
7338653551721286711,Carnaross (Church),101431,53.75062,-6.95514
7338653551721286991,Carnaross (Panelcraft),101711,53.751,-6.9559
7338653551721286721,Carnaross North,101441,53.75394,-6.96351
7338653551721286981,Carnaross North (Carnaross Fireplaces),101701,53.75399,-6.96341
7338653551721516101,Carne (Opp The Moorings Jct),330821,52.19775,-6.3572
7338653551721516841,Carne (The Morrings Jctn),331561,52.19772,-6.35723
7338653551721321551,Carnew (McCreas),136271,52.70985,-6.49795
7338653551721319831,Carnew (Opp McCreas),134551,52.70976,-6.49829
7338653551721774141,Carney (Bradys Bar),588861,54.33708,-8.52734
7338653551721740861,Carney (Opp Bradys Bar),555581,54.33707,-8.52745
7338653551721716361,Carnmore Cross (Eastbound),531081,53.30454,-8.93345
7338653551721716351,Carnmore Cross (Westbound),531071,53.30455,-8.93319
7338653551721772831,Carra (Hall),587551,54.15122,-9.04212
7338653551721740961,Carra (Opposite Hall),555681,54.15121,-9.0421
7338653551721837601,Carracastle (Opp Church),652321,53.95166,-8.69668
7338653551721837591,Carracastle Church,652311,53.95133,-8.69638
7338653551721716391,Carraghys Cross (Eastbound),531111,53.38954,-8.91519
7338653551721716381,Carraghys Cross (Westbound),531101,53.38957,-8.91514
7338653551721816451,Carraroe (Post Office),631171,53.26391,-9.59871
7338653551721737631,Carraroe (Sligo Retail Park),552351,54.25092,-8.47448
7338653551721720601,Carraroe (Technical School),535321,53.26392,-9.59873
7338653551721716401,Carraroe Cross (Opp Shop),531121,54.24357,-8.47527
7338653551721716471,Carraroe Cross (Shop),531191,54.24361,-8.47528
7338653551721190342,Carraroe Depot (Technical School),5062,53.26384,-9.59902
7338653551722184439,Carraroe Depot (Technical School),5061,53.26384,-9.59902
7338653551721706041,Carrentrilla (Northbound),520761,54.07494,-9.16142
7338653551721736411,Carrentrilla (Southbound),551131,54.07499,-9.16143
7338653551721325741,Carrick (Central Bar),140461,54.65788,-8.63334
7338653551721325691,Carrick (Hegartys),140411,54.65787,-8.6336
7338653551721515581,Carrick on Bannow (Community Ctr),330301,52.23893,-6.73233
7338653551721515631,Carrick on Bannow (Opp Community Ctr),330351,52.23883,-6.73215
7338653551721743091,Carrick-on-Shannon (Coffee Shop),557811,53.94335,-8.0941
7338653551721741541,Carrick-on-Shannon(Opp Landmark Hotel),556261,53.94316,-8.09363
7338653551721517251,Carrick-on-Suir (Dunbane Road Jctn),331971,52.35,-7.39622
7338653551721517241,Carrick-on-Suir (Greenhill Home),331961,52.34976,-7.39733
7338653551721517231,Carrick-on-Suir (Park Side Westbound),331951,52.34791,-7.40885
7338653551721536391,Carrick-on-Suir (Park View Eastbound),351111,52.34792,-7.40892
7338653551721517221,Carrick-on-Suir (Treacy Park Op Topaz),331941,52.3484,-7.42328
7338653551721517211,Carrick-on-Suir (Treacy Park Topaz),331931,52.34848,-7.42326
7338653551721290911,Carrickarnon (Carrickdale Hotel),105631,54.09994,-6.3608
7338653551721325081,Carrickarnon (Opp Carrickdale Hotel),139801,54.09951,-6.36086
7338653551721341221,Carrickmacross (AIB Bank),155941,53.9756,-6.71903
7338653551721294371,Carrickmacross (Paddy Power),109091,53.97561,-6.71896
7338653551721786501,Carrickmacross (South bypass),601221,53.971,-6.70194
7338653551721495581,Carrickphierish (Roundabout),310301,52.25331,-7.1561
7338653551721537951,Carrickphierish Rd (Blackberry Fields),352671,52.25986,-7.15144
7338653551721537961,Carrickphierish Rd (Mount Suir Manor),352681,52.26172,-7.14396
7338653551721430521,Carrigaline (Carrigaline Court Hotel),245241,51.81572,-8.39164
7338653551721430501,Carrigaline (Carrigaline Industrial Esta,245221,51.81034,-8.37282
7338653551721430581,Carrigaline (Carrignacurra),245301,51.82767,-8.39629
7338653551721430511,Carrigaline (Church Hill),245231,51.81039,-8.39294
7338653551721430311,Carrigaline (Church),245031,51.81593,-8.39142
7338653551721430301,Carrigaline (Cork Rd LyndenDental),245021,51.81801,-8.39146
7338653551721430551,Carrigaline (Cork Rd Opp Dentist),245271,51.81799,-8.39154
7338653551721431151,Carrigaline (Ferney Road),245871,51.80877,-8.39143
7338653551721432021,Carrigaline (Fernlea Ferney Road),246741,51.80874,-8.39074
7338653551721431991,Carrigaline (Forrest Hills),246711,51.8084,-8.38483
7338653551721430561,Carrigaline (Glenview),245281,51.82112,-8.39248
7338653551721430261,Carrigaline (Herons Wood),244981,51.82433,-8.39453
7338653551721418091,Carrigaline (Liosbourne),232811,51.80883,-8.39741
7338653551721430321,Carrigaline (Lr Kilmoney Abbey View),245041,51.81111,-8.40109
7338653551721430331,Carrigaline (Lr Kilmoney Clevedon),245051,51.81073,-8.40376
7338653551721417941,Carrigaline (Lr Kilmoney Opp Serv Statio,232661,51.81156,-8.39462
7338653551721419951,Carrigaline (Opp Carrigaline Ind Est),234671,51.81035,-8.37307
7338653551721419241,Carrigaline (Opp Carrignacurra),233961,51.82798,-8.39605
7338653551721430291,Carrigaline (Opp Glenview),245011,51.82086,-8.39228
7338653551721430571,Carrigaline (Opp Herons Wood),245291,51.82457,-8.39495
7338653551721430621,Carrigaline (Town Ctr Bridge Northbound),245341,51.81328,-8.39247
7338653551721416751,Carrigaline (Town Ctr Bridge Southbound),231471,51.81345,-8.39233
7338653551721430351,Carrigaline (Uppr Kilmoney Clevedon),245071,51.80773,-8.40126
7338653551721430341,Carrigaline (Uppr Kilmoney Forest Pk),245061,51.80642,-8.40409
7338653551721431371,Carrigaline Road (Ardcarrig),246091,51.86879,-8.435
7338653551721189781,Carrigallen (Bus Parking),4501,53.97857,-7.64682
7338653551721189782,Carrigallen (Bus Parking),4502,53.97857,-7.64682
7338653551721744641,Carrigallen (Tourist Office Main St),559361,53.97694,-7.64379
7338653551721744281,Carrigallen (Ulster Bank Main Street),559001,53.97689,-7.64389
7338653551721326631,Carrigans (Carrig Inn),141351,54.95118,-7.42757
7338653551721326591,Carrigans (Post Office),141311,54.95118,-7.42746
7338653551721420581,Carrigaphooka Bridge (Eastbound),235301,51.91124,-9.02297
7338653551721416771,Carrigaphooka Bridge (Westbound),231491,51.91114,-9.02306
7338653551721740911,Carrigeen (Opposite Rodgers),555631,54.24557,-8.91959
7338653551721743401,Carrigeen (Rodgers ),558121,54.24558,-8.91957
7338653551721416791,Carrigmahon,231511,51.85533,-8.33402
7338653551721431541,Carrigmahon (The Lodge Urban Villas),246261,51.85517,-8.33388
7338653551721744081,Carrignagat (Opp Parkes Garage),558801,54.20218,-8.50087
7338653551721744141,Carrignagat (Parkes Garage),558861,54.19608,-8.49492
7338653551721416581,Carrignavar (Kittys),231301,51.98897,-8.47778
7338653551721416601,Carrignavar (Playground),231321,51.98762,-8.47943
7338653551721416801,Carrignavar (Post Office),231521,51.9887,-8.47764
7338653551721785611,Carrigrohane Rd (Church Hill Jctn),600331,51.89543,-8.56371
7338653551721416811,Carrigrohane Rd (Cork County Hall),231531,51.89319,-8.50912
7338653551721429541,Carrigrohane Rd (Opp Church Hill Jctn),244261,51.89542,-8.56406
7338653551722184833,Carrigrohane Road (Headway),246701,51.89374,-8.51601
7338653551721429701,Carrigrohane Road (Opp County Hall),244421,51.89324,-8.50908
7338653551722184831,Carrigrohane Road (Opp Headway),246611,51.89391,-8.51664
7338653551721396171,Carrigtwohill (Barber Shop),210891,51.90954,-8.25741
7338653551721430071,Carrigtwohill (Community Centre),244791,51.90941,-8.25807
7338653551721441801,Carrigtwohill (Fota Rock),256521,51.90992,-8.25092
7338653551721429811,Carrigtwohill (Garda Station),244531,51.9095,-8.26151
7338653551721420241,Carrigtwohill (IDA Business Pk),234961,51.90811,-8.27672
